Comment Text,Cleaned Comment,Sentiment
Ni pelatih emg kebanyakan bacot. Tong kosong bunyinya emg nyaring dah.,ni pelatih emg kebanyakan bacot tong kosong bunyinya emg nyaring dah,negatif
Lawak terlucu abad ini,lawak terlucu abad ini,negatif
Pertandingan akan dimulai pukul 19:00 WIB.,pertandingan akan dimulai pukul wib,netral
"Ga usah muluk muluk lah , yg penting punya ciri bermain atau taktiknya di matengin lagi, jangan pas kebobolan langsung kaya orang bingung",ga usah muluk muluk lah yg penting punya ciri bermain atau taktiknya di matengin lagi jangan pas kebobolan langsung kaya orang bingung,negatif
@rick20qq 1 kata untuk Casemiro,kata untuk casemiro,netral
"@bobbymulyana307 ga ada urusan, gapapa senggol kalo punya argumen buat bantah, cuma komen sepang sepong, keliatan kapasitas otaknyaa",ga ada urusan gapapa senggol kalo punya argumen buat bantah cuma komen sepang sepong keliatan kapasitas otaknyaa,positif
"intinya Ten hag ini gak da tegas nya, malah me anak emas kan Onana, rashford, anak emas nya",intinya ten hag ini gak da tegas nya malah me anak emas kan onana rashford anak emas nya,negatif
Jadwal tayangan pertandingan sudah diumumkan,jadwal tayangan pertandingan sudah diumumkan,netral
"@bobbymulyana307 kyle walker dari awal kan udah epl kocak, iyaa udah tua tapi kan pengalam di eplnya masa mau dibandingin sama case, bro broo",kyle walker dari awal kan udah epl kocak iyaa udah tua tapi kan pengalam di eplnya masa mau dibandingin sama case bro broo,negatif
Info mengenai channel streaming pertandingan sudah diupdate.,info mengenai channel streaming pertandingan sudah diupdate,netral
"Info lebih lanjut mengenai pertandingan ini akan diberikan oleh admin.""",info lebih lanjut mengenai pertandingan ini akan diberikan oleh admin,netral
"numpang jualan admin, barang kali ada yang minat spotify premium 10k aja sebulan",numpang jualan admin barang kali ada yang minat spotify premium k aja sebulan,netral
"@bobbymulyana307 kalo ini yaa gua jelas setuju, gua juga kesel kenapa semalem ga maenin amad garnacho, onana juga sama, coba kek maenin bayindir",kalo ini yaa gua jelas setuju gua juga kesel kenapa semalem ga maenin amad garnacho onana juga sama coba kek maenin bayindir,negatif
"@bobbymulyana307 iyaa emang ngomongin umur, tapi pengalaman di epl juga berpengaruh pastinyaa",iyaa emang ngomongin umur tapi pengalaman di epl juga berpengaruh pastinyaa,positif
"halah mourinho lagi, emang di MU pada saat itu dapet piala abis itu kemana? di roma juga b aja sekarang ke fenerbahce, yaa gitu aja, bagus karna brandingnya kuat, bagus karna team management, secara taktik? b aja",halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,positif
"banyak kok baru main di EPL bagus, kalau di latih pelatih yg tegas, pola permainan bagus",banyak kok baru main di epl bagus kalau di latih pelatih yg tegas pola permainan bagus,positif
"yaa gua ngomong apa adanya aja, lu pikir gua drtd ngomong begitu karna bela ETH? kan kocak",yaa gua ngomong apa adanya aja lu pikir gua drtd ngomong begitu karna bela eth kan kocak,negatif
@bobbymulyana307 siapa yg baru maen di epl bagus?,siapa yg baru maen di epl bagus,positif
Kok kesannya kayak deja vu ya?,kok kesannya kayak deja vu ya,negatif
"Yang penting Onana & Raspot starter, supaya tercipta hiburan tiap Match",yang penting onana raspot starter supaya tercipta hiburan tiap match,netral
"Tenang, minimal 1 trophy musim ini",tenang minimal trophy musim ini,netral
"@aannttoonn____ lah kalau ganti pelatih apa jaminannya dia bakal sukses, kardus dasar lu",lah kalau ganti pelatih apa jaminannya dia bakal sukses kardus dasar lu,negatif
"@bobbymulyana307 lu mau compare halland sama pemain MU yg mana? case? anthony?  itu aja udah beda jobdesk. kemaren ga ada kdb halland juga kopong, mau gimana pun juga halland butuh suplai, ada kdb, suplai ngalir auto gacor dia",lu mau compare halland sama pemain mu yg mana case anthony itu aja udah beda jobdesk kemaren ga ada kdb halland juga kopong mau gimana pun juga halland butuh suplai ada kdb suplai ngalir auto gacor dia,positif
"Gak paham, tapi tiap main pasti rame aja",gak paham tapi tiap main pasti rame aja,positif
"@mrihsani emangnya 10 vs 11 udah dari menit awal? kan engga. itu terjadi menit 45 keatas, yaudah sebelum itu kemana aja? kalo lebih bagus dari permainan mah bisa dong ngegolin lebih dari 2 sebelum kartu merah terjadi",emangnya vs udah dari menit awal kan engga itu terjadi menit keatas yaudah sebelum itu kemana aja kalo lebih bagus dari permainan mah bisa dong ngegolin lebih dari sebelum kartu merah terjadi,positif
nah berarti game plan nya jalan kan,nah berarti game plan nya jalan kan,positif
"@bobbymulyana307 gameplan jalan kan pasti berawal dari passing yg bagus, minim error. kalo passing aja error terus akhirnya gameplan ga jalan. salah pelatih gitu?. kemaren sempet dapet peluang, passing jalan tapi finishing jelek. salah pelatih juga nihh?",gameplan jalan kan pasti berawal dari passing yg bagus minim error kalo passing aja error terus akhirnya gameplan ga jalan salah pelatih gitu kemaren sempet dapet peluang passing jalan tapi finishing jelek salah pelatih juga nihh,negatif
"@bobbymulyana307 paham ga sihh logikanya? gimana gameplan mau jalan, kalo passing aja amburadul banyak error. kek begitu mau gameplan berjalan baik. passing udah oke, gameplan jalan tapi apes finishing jelek. mau salahin pelatih juga? coba dipikir",paham ga sihh logikanya gimana gameplan mau jalan kalo passing aja amburadul banyak error kek begitu mau gameplan berjalan baik passing udah oke gameplan jalan tapi apes finishing jelek mau salahin pelatih juga coba dipikir,negatif
"beli pemain siapa? Itu aja Antony, case, Onana, dll siapa yg pilih? Ten hag kan? Nah sekarang kenapa mereka dulu passing bagus, tiba di united passing jelek semua ya salah pelatih lah",beli pemain siapa itu aja antony case onana dll siapa yg pilih ten hag kan nah sekarang kenapa mereka dulu passing bagus tiba di united passing jelek semua ya salah pelatih lah,negatif
Iyaa tapi itu butuh waktu sampe elu di pecat !!,iyaa tapi itu butuh waktu sampe elu di pecat,negatif
media bilek ga emyu ga rame,media bilek ga emyu ga rame,negatif
"kiper? Dia udah mentas di liga champion bro, Kurang intens apa lagi? Antony itu bagus kok, liat aja musim pertama nya, nah ni pelatih gak ada tegas tegas nya, rashford angin anginan gtu knpa main trus? Lucu ente",kiper dia udah mentas di liga champion bro kurang intens apa lagi antony itu bagus kok liat aja musim pertama nya nah ni pelatih gak ada tegas tegas nya rashford angin anginan gtu knpa main trus lucu ente,negatif
"jadi salah pelatih gitu karna bawa mereka ke MU? mereka kan dipilih karna pernah rekan 1 team, makanya diambil dan ternyata susah adapt di epl. kalo pemainnya ternyata susah adapt di epl. pelatih jadi salah gitu karna dibawa ke MU?",jadi salah pelatih gitu karna bawa mereka ke mu mereka kan dipilih karna pernah rekan team makanya diambil dan ternyata susah adapt di epl kalo pemainnya ternyata susah adapt di epl pelatih jadi salah gitu karna dibawa ke mu,negatif
"bukan salah pelatih ngambil mreka, salah pelatih yg gak tegas, yg gak bisa mengeluarkan kemampuan mreka, mereka bagus di tangan pelatih yg tepat oke paham abg ku",bukan salah pelatih ngambil mreka salah pelatih yg gak tegas yg gak bisa mengeluarkan kemampuan mreka mereka bagus di tangan pelatih yg tepat oke paham abg ku,negatif
"@bobbymulyana307 si intens apa sihh champion, iyaa kalo lawan team kek madrid bayern, tapi kalo ketemu kayak club brugge atau yg menengah di champion? yakin permainannya ga sekeras team kecil epl yg dikitÂ¬â¤ ngepress maen body?",si intens apa sihh champion iyaa kalo lawan team kek madrid bayern tapi kalo ketemu kayak club brugge atau yg menengah di champion yakin permainannya ga sekeras team kecil epl yg dikit ngepress maen body,positif
"@bobbymulyana307 malah bahas raspot, itu diatas gua juha udah gedek kenapa raspot maen mulu, baru aja dibahas hadehh itu udah lain cerita lain. ampun dehh",malah bahas raspot itu diatas gua juha udah gedek kenapa raspot maen mulu baru aja dibahas hadehh itu udah lain cerita lain ampun dehh,negatif
"@bobbymulyana307 lah onana antony kan pernah dilatih ETH juga dan bagus mereka waktu di ajax, dan berarti bagus di tangan pelatih yg tepat dong,  cuma kan di liga dan di team yg berbeda. yaa udah pasti beda atmosfirnyaa. gimana sihh",lah onana antony kan pernah dilatih eth juga dan bagus mereka waktu di ajax dan berarti bagus di tangan pelatih yg tepat dong cuma kan di liga dan di team yg berbeda yaa udah pasti beda atmosfirnyaa gimana sihh,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"@bobbymulyana307 makanya itu gua juga bingung ini raspot maen mulu, cadangin kek ganti garnacho kiri, ini malah si amad, gua juga gedeg dibela karna mental lawan team gede lebih ok. haduhh ampun",makanya itu gua juga bingung ini raspot maen mulu cadangin kek ganti garnacho kiri ini malah si amad gua juga gedeg dibela karna mental lawan team gede lebih ok haduhh ampun,negatif
"@bobbymulyana307 kalo kurang tegas ke pemilihan pemainnya, gua setuju",kalo kurang tegas ke pemilihan pemainnya gua setuju,positif
"Yaelah bahasaluh butuh waktu bermunggu2 berbulan2, bacot, bilng aja kaga bisa ngetaktik, modal gol langit, patihanlu aja cuma blajar nendang kyak anak sd",yaelah bahasaluh butuh waktu bermunggu berbulan bacot bilng aja kaga bisa ngetaktik modal gol langit patihanlu aja cuma blajar nendang kyak anak sd,positif
"cuma di era eth ketika dtg lawan Liverpool city dan arsenal, takut MU kalah dibantai.",cuma di era eth ketika dtg lawan liverpool city dan arsenal takut mu kalah dibantai,negatif
"tinggal main doang apa susahnya ,system lu aja gajelas wkwk",tinggal main doang apa susahnya system lu aja gajelas wkwk,positif
Katanya percaya proses ?? Katanya Tagar WEtrust10hag?? Ko berubah lagi Ten hag out?? Mamam tuh! dr main laga persahabatan aja dah keliatan cara mainnya sama,katanya percaya proses katanya tagar wetrusthag ko berubah lagi ten hag out mamam tuh dr main laga persahabatan aja dah keliatan cara mainnya sama,positif
@zailanilukman_ biar terbahag-bahag,biar terbahagbahag,positif
"Mudah""an kalah trus biar di pecat",mudahan kalah trus biar di pecat,negatif
Ugarte mau di rusak tenhag,ugarte mau di rusak tenhag,negatif
pendukung botak kau tolol,pendukung botak kau tolol,negatif
mau nonton tapi besok masuk kerja pagi huh,mau nonton tapi besok masuk kerja pagi huh,negatif
"sampai akhir musim ya, tapi ragu juga ten hag akan dipertahankan management sampai akhir musim",sampai akhir musim ya tapi ragu juga ten hag akan dipertahankan management sampai akhir musim,negatif
"@warga.tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang, seperti Casemiro, Lindelof, Kiper baru, Rashford (kalau ada minat dan harga oke), sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y ?",tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang seperti casemiro lindelof kiper baru rashford kalau ada minat dan harga oke sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y,netral
"Butuh waktu butuh waktu, emang lu gak pinter ngelatih aja",butuh waktu butuh waktu emang lu gak pinter ngelatih aja,negatif
@paxmah_ liat dulu pemain yg di beli season ini kalo udh main semua tapi masih ga ada kemajuan si wajib out,liat dulu pemain yg di beli season ini kalo udh main semua tapi masih ga ada kemajuan si wajib out,negatif
"ganti kiper, gol kedua bola cuman jarak segitu gabisa di save",ganti kiper gol kedua bola cuman jarak segitu gabisa di save,negatif
nongol juga pendukung ten hag percaya prokes,nongol juga pendukung ten hag percaya prokes,negatif
@clap_toneric nah berarti yg salah siapa...pelatih kan??? Itu aja,nah berarti yg salah siapapelatih kan itu aja,negatif
naufal mending pulang cuci kaki tidur yak karna komenan lu bikin org tertawa terpingkal pingkal,naufal mending pulang cuci kaki tidur yak karna komenan lu bikin org tertawa terpingkal pingkal,negatif
"nah pemain yg di beli, di team sblm nya bagus, skrg ???  Intinya ya Ten hag kunci nya bro",nah pemain yg di beli di team sblm nya bagus skrg intinya ya ten hag kunci nya bro,positif
"Ngomong ngomong, martial belum dapet tim yaa, gaes?",ngomong ngomong martial belum dapet tim yaa gaes,negatif
@zailanilukman_ baguslah biar semakin cepat,baguslah biar semakin cepat,positif
@lestia_anggrainii tahan emosi sayang,tahan emosi sayang,positif
"taaai kalo kata gua mah,apa apa waktu,beli buat di mainin pasang aja dulu lama lama juga paham atmosfer PL  tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang .",tai kalo kata gua mahapa apa waktubeli buat di mainin pasang aja dulu lama lama juga paham atmosfer pl tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang,negatif
Tapi fans cuma buang waktu nonton caramu melatih.,tapi fans cuma buang waktu nonton caramu melatih,negatif
"Ten hag bacot mulu,ngelatih kaya taiii..dasar botak",ten hag bacot mulungelatih kaya taidasar botak,negatif
"@bobbymulyana307 kasusnya siapa? case? yaa emang di madrid bagus, tapi dia kan dibeli pas udah 30an, lu mau ngarep yang gimana? tempo di epl tau sendiri cepetnya kayak gimana. itu mungkin bisa jadi faktor",kasusnya siapa case yaa emang di madrid bagus tapi dia kan dibeli pas udah an lu mau ngarep yang gimana tempo di epl tau sendiri cepetnya kayak gimana itu mungkin bisa jadi faktor,negatif
Pemain MU sudah menunjukkan komitmen yang luar biasa di lapangan.,pemain mu sudah menunjukkan komitmen yang luar biasa di lapangan,positif
"Kita perlu memperbaiki strategi serangan, banyak kesempatan yang terbuang percuma.",kita perlu memperbaiki strategi serangan banyak kesempatan yang terbuang percuma,negatif
"Saya berharap pelatih lebih sering menurunkan pemain muda, mereka sangat berbakat.",saya berharap pelatih lebih sering menurunkan pemain muda mereka sangat berbakat,positif
"MU harus fokus pada pertandingan berikutnya, jangan lengah.",mu harus fokus pada pertandingan berikutnya jangan lengah,netral
"Terlepas dari hasil akhir, saya bangga menjadi bagian dari pendukung MU.",terlepas dari hasil akhir saya bangga menjadi bagian dari pendukung mu,positif
"Semoga MU bisa membawa pulang trofi lagi di musim ini, kerja keras harus terus berlanjut.",semoga mu bisa membawa pulang trofi lagi di musim ini kerja keras harus terus berlanjut,positif
"Peluang MU untuk memenangkan liga semakin besar, semoga bisa terus berlanjut.",peluang mu untuk memenangkan liga semakin besar semoga bisa terus berlanjut,positif
Pemain-pemain senior perlu memberi contoh kepada pemain muda di dalam tim.,pemainpemain senior perlu memberi contoh kepada pemain muda di dalam tim,netral
"Selalu bangga dengan Manchester United, meskipun hasilnya kurang memuaskan.",selalu bangga dengan manchester united meskipun hasilnya kurang memuaskan,positif
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
Pemain seperti Pogba sangat dibutuhkan dalam formasi utama.,pemain seperti pogba sangat dibutuhkan dalam formasi utama,netral
Tim ini butuh lebih banyak kemenangan untuk bisa kembali ke jalur juara.,tim ini butuh lebih banyak kemenangan untuk bisa kembali ke jalur juara,positif
"Jika MU terus bermain seperti ini, mereka akan mengalahkan tim-tim besar lainnya.",jika mu terus bermain seperti ini mereka akan mengalahkan timtim besar lainnya,positif
Sangat berharap MU bisa menang di pertandingan besar selanjutnya.,sangat berharap mu bisa menang di pertandingan besar selanjutnya,positif
"Setiap pertandingan adalah peluang, dan MU harus memanfaatkannya.",setiap pertandingan adalah peluang dan mu harus memanfaatkannya,netral
"Kemenangan demi kemenangan akan membawa kita ke puncak klasemen, ayo MU!",kemenangan demi kemenangan akan membawa kita ke puncak klasemen ayo mu,positif
"Permainan MU semakin berkembang, tetapi kita perlu lebih konsisten.",permainan mu semakin berkembang tetapi kita perlu lebih konsisten,positif
Saya selalu percaya bahwa Manchester United akan kembali ke jalur juara.,saya selalu percaya bahwa manchester united akan kembali ke jalur juara,positif
"Dukungan saya untuk MU tidak akan pernah luntur, selalu memberikan yang terbaik.",dukungan saya untuk mu tidak akan pernah luntur selalu memberikan yang terbaik,positif
@naufalrafif_r ya terus kenapa di mu menurun? salah pelatih or pemain?,ya terus kenapa di mu menurun salah pelatih or pemain,negatif
"Kasian liat Tetangga Begini.. mau aja Di bodoh"" Bodohin",kasian liat tetangga begini mau aja di bodoh bodohin,positif
"kena senggol kau kan sama yg lain, dasar pendukung Eth",kena senggol kau kan sama yg lain dasar pendukung eth,positif
"Dengan Ten Hag, tim mulai lebih efisien dalam penguasaan bola, meskipun terkadang masih buang peluang di depan gawang.",dengan ten hag tim mulai lebih efisien dalam penguasaan bola meskipun terkadang masih buang peluang di depan gawang,positif
"Ten Hag mulai membangun fondasi yang kokoh, namun sering kali tim kalah di pertandingan penting karena ketidaksiapan mental.",ten hag mulai membangun fondasi yang kokoh namun sering kali tim kalah di pertandingan penting karena ketidaksiapan mental,negatif
"Amorim membuat permainan lebih seimbang antara serangan dan bertahan, tetapi konsistensi masih jadi masalah.",amorim membuat permainan lebih seimbang antara serangan dan bertahan tetapi konsistensi masih jadi masalah,netral
"Permainan Ten Hag terlihat lebih stabil, namun penyelesaian akhir tim masih jauh dari memuaskan.",permainan ten hag terlihat lebih stabil namun penyelesaian akhir tim masih jauh dari memuaskan,negatif
"Di bawah Amorim, tim lebih solid secara keseluruhan, meski ketajaman di depan gawang perlu ditingkatkan.",di bawah amorim tim lebih solid secara keseluruhan meski ketajaman di depan gawang perlu ditingkatkan,positif
"Ten Hag mulai memperbaiki penguasaan bola, namun kecepatan serangan kadang terasa terlalu lambat.",ten hag mulai memperbaiki penguasaan bola namun kecepatan serangan kadang terasa terlalu lambat,negatif
"Amorim lebih berhasil dalam mengatur pertahanan, tapi kadang serangan tim masih terhambat oleh keputusan yang buruk.",amorim lebih berhasil dalam mengatur pertahanan tapi kadang serangan tim masih terhambat oleh keputusan yang buruk,negatif
"Ten Hag memberi tim gaya permainan yang lebih sabar, namun masih ada kekurangan dalam finishing dan penyelesaian peluang.",ten hag memberi tim gaya permainan yang lebih sabar namun masih ada kekurangan dalam finishing dan penyelesaian peluang,positif
"Ten Hag berhasil membawa tim lebih dekat dengan identitas bermain yang jelas, namun di pertandingan besar masih terlihat kekurangan mental.",ten hag berhasil membawa tim lebih dekat dengan identitas bermain yang jelas namun di pertandingan besar masih terlihat kekurangan mental,negatif
"Amorim sudah membuat kemajuan besar di sektor pertahanan, tetapi serangan balik sering kali tidak cukup tajam untuk memanfaatkan peluang.",amorim sudah membuat kemajuan besar di sektor pertahanan tetapi serangan balik sering kali tidak cukup tajam untuk memanfaatkan peluang,netral
"Permainan Ten Hag lebih fokus pada penguasaan bola dan permainan taktis, namun finishing masih menjadi pekerjaan rumah yang besar.",permainan ten hag lebih fokus pada penguasaan bola dan permainan taktis namun finishing masih menjadi pekerjaan rumah yang besar,positif
"Amorim memberi banyak ruang bagi pemain muda berkembang, tetapi pengambilan keputusan di depan gawang masih jadi masalah.",amorim memberi banyak ruang bagi pemain muda berkembang tetapi pengambilan keputusan di depan gawang masih jadi masalah,positif
"Ten Hag menunjukkan kemajuan dalam struktur permainan, tetapi ada kelemahan jelas di lini serang yang harus diperbaiki.",ten hag menunjukkan kemajuan dalam struktur permainan tetapi ada kelemahan jelas di lini serang yang harus diperbaiki,netral
"Amorim lebih memprioritaskan pertahanan yang rapat, namun kadang serangan tim terlihat terhambat karena terlalu banyak menunggu.",amorim lebih memprioritaskan pertahanan yang rapat namun kadang serangan tim terlihat terhambat karena terlalu banyak menunggu,positif
"Ten Hag mengubah pendekatan tim menjadi lebih sabar dan terorganisir, namun kadang serangan tim terlihat terlalu kaku.",ten hag mengubah pendekatan tim menjadi lebih sabar dan terorganisir namun kadang serangan tim terlihat terlalu kaku,negatif
"Amorim lebih mengutamakan keseimbangan antara serangan dan bertahan, namun keputusan di depan gawang seringkali tidak tepat.",amorim lebih mengutamakan keseimbangan antara serangan dan bertahan namun keputusan di depan gawang seringkali tidak tepat,negatif
"Ten Hag memberi tim banyak kejelasan dalam taktik permainan, namun mereka masih sulit mengatasi tekanan di pertandingan besar.",ten hag memberi tim banyak kejelasan dalam taktik permainan namun mereka masih sulit mengatasi tekanan di pertandingan besar,negatif
"Amorim membawa tim ke level yang lebih stabil di lini pertahanan, namun serangan masih tidak cukup tajam untuk mengancam lawan secara konsisten.",amorim membawa tim ke level yang lebih stabil di lini pertahanan namun serangan masih tidak cukup tajam untuk mengancam lawan secara konsisten,positif
"Ten Hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir, namun hasilnya masih belum maksimal.",ten hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir namun hasilnya masih belum maksimal,negatif
"Amorim sudah memberikan banyak perbaikan, tapi masih ada beberapa momen di mana mereka terlalu gampang kebobolan.",amorim sudah memberikan banyak perbaikan tapi masih ada beberapa momen di mana mereka terlalu gampang kebobolan,negatif
"Bawah Ten Hag, permainan lebih rapi dan terorganisir, namun penyelesaian akhirnya kadang buruk.",bawah ten hag permainan lebih rapi dan terorganisir namun penyelesaian akhirnya kadang buruk,negatif
"Amorim sudah kasih perubahan positif, tapi di lini serang masih ada masalah ketajaman. Harus lebih efektif.",amorim sudah kasih perubahan positif tapi di lini serang masih ada masalah ketajaman harus lebih efektif,netral
"Ten Hag sudah menciptakan dasar yang solid dalam permainan tim, namun mereka perlu lebih tajam dalam penyelesaian akhir.",ten hag sudah menciptakan dasar yang solid dalam permainan tim namun mereka perlu lebih tajam dalam penyelesaian akhir,netral
Tuku pedro neto lak apik biyen.,tuku pedro neto lak apik biyen,negatif
Percuma datengin pemain baru starting line up itu itu mulu,percuma datengin pemain baru starting line up itu itu mulu,negatif
mending ederson atlanta sih dari apa urgate ini. urgate cenderung grusa grusu kurang tenang tapi mmg lbih bagus dipertahanan. kalo ederson atlanta yg sempat diisukan incaran MU lebih tenang bagus dalam bertahan dan menyerang.,mending ederson atlanta sih dari apa urgate ini urgate cenderung grusa grusu kurang tenang tapi mmg lbih bagus dipertahanan kalo ederson atlanta yg sempat diisukan incaran mu lebih tenang bagus dalam bertahan dan menyerang,positif
Jadi enak nih buat main ps auto bantai bantai plus cleansheet wkwwkkwwkk .... More and more and more.....,jadi enak nih buat main ps auto bantai bantai plus cleansheet wkwwkkwwkk more and more and more,positif
"@vickynatig emang kenapa? Sancho & antony itu beli 100, dijual paling 30 an juga wakaka",emang kenapa sancho antony itu beli dijual paling an juga wakaka,negatif
"lah kan nunggu mctominay laku, gimana sih?",lah kan nunggu mctominay laku gimana sih,positif
"@kevin_beatrix ya jelas lah, performa aja jelek, dia bagus",ya jelas lah performa aja jelek dia bagus,negatif
"bek kiri belum, kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong, dalot bapuk jd masih bisa alasan beliau sang botak",bek kiri belum kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong dalot bapuk jd masih bisa alasan beliau sang botak,negatif
awas 7 -0 terulang,awas terulang,negatif
"masih bisa alasan belum ada bek kiri yang fit, dalot bapuk",masih bisa alasan belum ada bek kiri yang fit dalot bapuk,negatif
mainin de light malah kebobolan kok,mainin de light malah kebobolan kok,negatif
"gak lah duet kasmir ugarte, yg bapuk itu mainoo",gak lah duet kasmir ugarte yg bapuk itu mainoo,negatif
yg penting bisa ngelawak,yg penting bisa ngelawak,negatif
@jejaktraveler berarti mirip amrabat dong grusa grusu tabrak sana sini,berarti mirip amrabat dong grusa grusu tabrak sana sini,negatif
"lah emang kenapa? Sancho dan antony itu beli 100, kalau dijual paling juga 30 an wkwk",lah emang kenapa sancho dan antony itu beli kalau dijual paling juga an wkwk,negatif
@kevin_beatrix ya karena waktu itu kayak ga ada target lain saja,ya karena waktu itu kayak ga ada target lain saja,negatif
"udh rubah lg ya gan, blm langganan lg vidio soalnya. Ga ada bajet",udh rubah lg ya gan blm langganan lg vidio soalnya ga ada bajet,positif
"percuma, mu main bukan sebagai team",percuma mu main bukan sebagai team,negatif
"sama, karena ga pernah nonton liga prancis. Harga juga lumayan mahal, mudah2an saja memang bagus. Tapi logikanya kalo bagus psg ga mungkin beli dmf baru, apalagi ugarte ini baru dibeli.",sama karena ga pernah nonton liga prancis harga juga lumayan mahal mudahan saja memang bagus tapi logikanya kalo bagus psg ga mungkin beli dmf baru apalagi ugarte ini baru dibeli,negatif
Ujungnya jdi cadangan,ujungnya jdi cadangan,negatif
"sancho bagus bang performa nya, cuma du MU aja performanya jelek, sama aja kayak yang laen onana pun di inter gacor",sancho bagus bang performa nya cuma du mu aja performanya jelek sama aja kayak yang laen onana pun di inter gacor,positif
@awinggg.g beda posisi bang kalo dibandingin sama Tomini karena Ugrate ini lebih ke DMF ancoher (perusak) ya sama sama kek Case lah gaya mainnya,g beda posisi bang kalo dibandingin sama tomini karena ugrate ini lebih ke dmf ancoher perusak ya sama sama kek case lah gaya mainnya,positif
"@kevin_beatrix ya makanya, kan abang bilang sancho 90 bisa jual 30-40, ya karena performa dia jelek, kalau ugerte disamping kontrak masih panjang performa dia juga bagus. Makanya harga segitu",ya makanya kan abang bilang sancho bisa jual ya karena performa dia jelek kalau ugerte disamping kontrak masih panjang performa dia juga bagus makanya harga segitu,negatif
"haters aja itu bro, gausah ditanggepin",haters aja itu bro gausah ditanggepin,positif
@hendycendol_ setuju parah bang,setuju parah bang,negatif
"@hendycendol_ kalau milih McTominay atau rasford,mendingan rasford yang out dehh",kalau milih mctominay atau rasfordmendingan rasford yang out dehh,positif
Club lain pada milih DMF yang bisa mainin bola atur bola main enak,club lain pada milih dmf yang bisa mainin bola atur bola main enak,positif
"MU masih aja cari DMF yang ugal""n tekel gak bisa bagi bol lawak",mu masih aja cari dmf yang ugaln tekel gak bisa bagi bol lawak,negatif
Tetap aja onana kipernya,tetap aja onana kipernya,positif
Amrabat aja udah 2 x main di Fiorentina,amrabat aja udah x main di fiorentina,netral
Update transfer Sancho gimana min?,update transfer sancho gimana min,netral
@hanavhi_ secara permainan lebih bagus emang mas. Tp kalo casenya caicedo sama enzo itu mah emang chelsea yg gabisa dealingï£¿Ã¼Ã²Ã,secara permainan lebih bagus emang mas tp kalo casenya caicedo sama enzo itu mah emang chelsea yg gabisa dealing,positif
Bisa banget bestie,bisa banget bestie,positif
ya kalau gua sih kurang seharusnya sih 50,ya kalau gua sih kurang seharusnya sih,negatif
@ranuangg kalo enzo gw masih suka sih sebagai fans emyu tapi kalo caicedo udah ga ketolong,kalo enzo gw masih suka sih sebagai fans emyu tapi kalo caicedo udah ga ketolong,positif
Mektomeni fix ke Napoli kah?,mektomeni fix ke napoli kah,netral
@hendycendol_ kalo gak perform gw yakin sih desember / awal tahun juga si botak di depak INEOS,kalo gak perform gw yakin sih desember awal tahun juga si botak di depak ineos,positif
"betul bro, yg terpenting si Tominay out lah",betul bro yg terpenting si tominay out lah,positif
Tominay kan laku 30 lumayan lah,tominay kan laku lumayan lah,positif
Knp jd mahal.. Pdhl pemain yg udah ga dipake pelatihnya,knp jd mahal pdhl pemain yg udah ga dipake pelatihnya,negatif
"Tomini emang oke sih, cuman skill dia cool down nya lama banget. 1 match oke 10 match kedepan bapuk gitu terus siklus nya",tomini emang oke sih cuman skill dia cool down nya lama banget match oke match kedepan bapuk gitu terus siklus nya,negatif
lebih ke Hoki sih sering bikin gol musim lalu jadi dipake terus,lebih ke hoki sih sering bikin gol musim lalu jadi dipake terus,positif
Alhamdulillah. Goodbye tominay,alhamdulillah goodbye tominay,positif
gajadi kejual 50 ya?,gajadi kejual ya,negatif
"Wajar sih, baru dibeli PSG ditebus Emyu, lagian ni pemain dulu sempat diincer Emyu juga tapi kesalip PSG kan",wajar sih baru dibeli psg ditebus emyu lagian ni pemain dulu sempat diincer emyu juga tapi kesalip psg kan,negatif
"betul, kadang kerasukan zidane kayanya. Tapi kalo dari gaya bermain kayanya emang dia kurang kalo di epl yang biasa pake fast tempo. Kalo ke itali gacor sih gak terlalu kaget juga",betul kadang kerasukan zidane kayanya tapi kalo dari gaya bermain kayanya emang dia kurang kalo di epl yang biasa pake fast tempo kalo ke itali gacor sih gak terlalu kaget juga,positif
"biasanya alumni emyu sukses di itali, darmian, Alexis, lukaku, young, smalling",biasanya alumni emyu sukses di itali darmian alexis lukaku young smalling,netral
