Comment Text,Cleaned Comment,Sentiment
maino ganti,maino ganti,netral
"@gilang.prattama bukan opsi, tapi wajib",prattama bukan opsi tapi wajib,netral
jadinya main kapan bang? Jam berapa?,jadinya main kapan bang jam berapa,netral
dan selalu bikin gebrakan spektakuler ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,dan selalu bikin gebrakan spektakuler,positif
"Sering banget kehilangan bola di tengah lapangan, parah sih!",sering banget kehilangan bola di tengah lapangan parah sih,negatif
"ugarte dm, maino cm, bruno amf, lwf garnacho, rwf amad, cf hojlund",ugarte dm maino cm bruno amf lwf garnacho rwf amad cf hojlund,netral
"betul, kadang kerasukan zidane kayanya. Tapi kalo dari gaya bermain kayanya emang dia kurang kalo di epl yang biasa pake fast tempo. Kalo ke itali gacor sih gak terlalu kaget juga",betul kadang kerasukan zidane kayanya tapi kalo dari gaya bermain kayanya emang dia kurang kalo di epl yang biasa pake fast tempo kalo ke itali gacor sih gak terlalu kaget juga,positif
"Tim lieur, stress",tim lieur stress,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
gg bayindir,gg bayindir,positif
"Ten Hag = Sampah, Amorim = Berlian. Akhirnya MU punya pelatih berkelas!",ten hag sampah amorim berlian akhirnya mu punya pelatih berkelas,negatif
semangat coy baru awal musimï£¿Ã¼Ã®â¢ coba2 aja dlu manatau ketagihanï£¿Ã¼Ã²Ã,semangat coy baru awal musim coba aja dlu manatau ketagihan,positif
midchester united,midchester united,netral
"@muhammadsaeful39 mungkin masih butuh alumni ajax yang belum kebeli, MU butuh itu kepingan paxel yang hilang",mungkin masih butuh alumni ajax yang belum kebeli mu butuh itu kepingan paxel yang hilang,negatif
70 % leister menang,leister menang,positif
@long.live.reuse terus nyuruh amorim out gitu?? komen lu sama semua gua liat2,livereuse terus nyuruh amorim out gitu komen lu sama semua gua liat,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Pendukung si botak masuk goa makan tu 2 musim cuma ngebanggain fa ama kebo cup gini amat tim yg udah 3 musim di latih tapi kalah ama pelatih yg baru datang di bantai pula,pendukung si botak masuk goa makan tu musim cuma ngebanggain fa ama kebo cup gini amat tim yg udah musim di latih tapi kalah ama pelatih yg baru datang di bantai pula,positif
"Dimanjain ini ETH ,keterlaluan ga 4 besar sama dapet 2 trophy mah",dimanjain ini eth keterlaluan ga besar sama dapet trophy mah,negatif
"Percaya proses dl aja masih baru 2 match dan dgn orang"" Baru, skema jg masih progress. Semoga konsisten seperti pas lawan fulham pada menyala semua. Kalah ato menang tetap GGMU",percaya proses dl aja masih baru match dan dgn orang baru skema jg masih progress semoga konsisten seperti pas lawan fulham pada menyala semua kalah ato menang tetap ggmu,negatif
"Wkwkwkwkw pemain ini tuh berkelas, dan skill full. Lihat aja, bakalan nyesel dah. Karena gw feeling permormanya sama kayak Greenwood ï£¿Ã¼Ã²Ã",wkwkwkwkw pemain ini tuh berkelas dan skill full lihat aja bakalan nyesel dah karena gw feeling permormanya sama kayak greenwood,negatif
Satu kata blogï£¿Ã¼Ã²Â¢,satu kata blog,netral
Tuker palmer kalo mau,tuker palmer kalo mau,netral
"klo onana yg cedera gada kiper lagi bg kecuali dari akademi, soalnya heaton sm bayindir cedera wkwk",klo onana yg cedera gada kiper lagi bg kecuali dari akademi soalnya heaton sm bayindir cedera wkwk,negatif
onana main home beeeh combo mematikan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana main home beh combo mematikan,netral
bapakmu buffon,bapakmu buffon,positif
"Defensifnya masih lemah, tapi menyerang lebih baik dari sebelumnya. Perlu ditingkatkan di semua lini.",defensifnya masih lemah tapi menyerang lebih baik dari sebelumnya perlu ditingkatkan di semua lini,positif
"Butuh kesabaran dengan Amorim, transisi tidak mudah.",butuh kesabaran dengan amorim transisi tidak mudah,positif
"Saya suka progres tim ini! Main lebih disiplin, lebih terstruktur, keren banget!",saya suka progres tim ini main lebih disiplin lebih terstruktur keren banget,positif
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral
Ganti pelatihnya dulu trus klo udh dapet pelatih baru yg pinter pasti rashford ma casemiro di jualâÃÂ¶simpel kan ï£¿Ã¼Ã²Ã ga banyak ribet âÃÂ¶,ganti pelatihnya dulu trus klo udh dapet pelatih baru yg pinter pasti rashford ma casemiro di jual simpel kan ga banyak ribet,positif
Oi Oi Oi.....,oi oi oi,netral
"Malacia sedikit kesulitan dalam menghadapi pemain sayap Brighton, namun dia tetap solid di pertahanan.",malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,netral
"Permainan lebar lebih maksimal, wingback diberi kebebasan menyerang.",permainan lebar lebih maksimal wingback diberi kebebasan menyerang,netral
"De gea/ diamonde, de light, maguire/ mazroi, mctomnay, maino,Davies/ Kvaratskhelia, hojlund/gyokeres, olise",de gea diamonde de light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise,netral
@andhikavananda dibantu havertz,dibantu havertz,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Lini belakang hancur! Kekalahan 1-2 sangat memalukan. Amorim harus segera temukan solusi atau kita akan terus kalah.,lini belakang hancur kekalahan sangat memalukan amorim harus segera temukan solusi atau kita akan terus kalah,negatif
@maulanapetzl_23 tipe orang yg nonton bola ngeliat hasil doang ya gini wkwkw,tipe orang yg nonton bola ngeliat hasil doang ya gini wkwkw,negatif
ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ Oh shitt man,oh shitt man,negatif
"Defender ini kalau lawan pressing langsung panik, basic banget mainnya!",defender ini kalau lawan pressing langsung panik basic banget mainnya,negatif
Anjir nih orang makannya apa dah gak pernah sakit sakti amat ï£¿Ã¼Â§Â£,anjir nih orang makannya apa dah gak pernah sakit sakti amat,negatif
@ronaaldiii mungkin krna ini sih JD emyu nambah 30m ajh,mungkin krna ini sih jd emyu nambah m ajh,netral
"kemaren 1-0, sekarang 2-0, kerenï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã®â¢",kemaren sekarang keren,positif
@hendycendol_ terus siapa yg pantes gantiin bang menurut lu ?,terus siapa yg pantes gantiin bang menurut lu,negatif
"@smashnation77 ETH gak sebersih itu bang wajib disalahin juga, pergantian pemain dia ancur ancuran, pemain gak perform tetep di masukin starting XI",eth gak sebersih itu bang wajib disalahin juga pergantian pemain dia ancur ancuran pemain gak perform tetep di masukin starting xi,negatif
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral
@satri0anom22 you think!!,you think,positif
jasa vektor dm aja,jasa vektor dm aja,netral
martial 0.2,martial,positif
Zirkzee mulai mencair ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,zirkzee mulai mencair,netral
Dialo n maino knp ?,dialo n maino knp,netral
"Setelah laga kedua, saya melihat perubahan yang lebih signifikan. Meskipun hasilnya imbang, tim terlihat lebih terorganisir dan lebih percaya diri.",setelah laga kedua saya melihat perubahan yang lebih signifikan meskipun hasilnya imbang tim terlihat lebih terorganisir dan lebih percaya diri,positif
@ramadhan.1499 gak jelas taktiknya si eth,gak jelas taktiknya si eth,negatif
Tenhag out Carrick in,tenhag out carrick in,netral
kasian gonta ganti klub kesana kemari tapi ga dapet trofi,kasian gonta ganti klub kesana kemari tapi ga dapet trofi,negatif
"@aannttoonn____ lah kalau ganti pelatih apa jaminannya dia bakal sukses, kardus dasar lu",lah kalau ganti pelatih apa jaminannya dia bakal sukses kardus dasar lu,negatif
"Permainan tim terlihat lebih terorganisir, meskipun hanya hasil imbang, saya melihat ada semangat baru yang ditunjukkan pemain.",permainan tim terlihat lebih terorganisir meskipun hanya hasil imbang saya melihat ada semangat baru yang ditunjukkan pemain,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Ini emyu kenapa sih msih suka bakcpass ke belakang, bukan nya kejar gol",ini emyu kenapa sih msih suka bakcpass ke belakang bukan nya kejar gol,negatif
Kalau ujung2 totalnya 60 sih mending zubimendi / neves tapi ya udah lah udah dapat semoga bisa bagus,kalau ujung totalnya sih mending zubimendi neves tapi ya udah lah udah dapat semoga bisa bagus,positif
FA dan European league reality,fa dan european league reality,netral
Grenwood top score liga perancis sekargï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,grenwood top score liga perancis sekarg,netral
@kelvjunios nahh ï£¿Ã¼Ã²Ã forest sering loh maen 3 bek match terakhir menang 7-0 juga pake formasi itu,nahh forest sering loh maen bek match terakhir menang juga pake formasi itu,positif
"Sumpah, progres tim ini luar biasa! Dari pecundang jadi pesaing juara!",sumpah progres tim ini luar biasa dari pecundang jadi pesaing juara,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Rashford,amad,casemiro apaan dah gajelas",rashfordamadcasemiro apaan dah gajelas,negatif
Masi butuh sih untuk cadangan.. Jaga2 kalo ada cedera,masi butuh sih untuk cadangan jaga kalo ada cedera,positif
"Harus lebih konsisten, jangan hanya tampil bagus di beberapa pertandingan.",harus lebih konsisten jangan hanya tampil bagus di beberapa pertandingan,negatif
"Laga kedua Amorim, kemenangan 3-0! Tapi jangan lupa, kita masih banyak PR di lini belakang.",laga kedua amorim kemenangan tapi jangan lupa kita masih banyak pr di lini belakang,positif
"Saya optimis dengan perubahan yang dibawa Ruben Amorim, tetapi kami harus lebih tajam di depan gawang untuk meraih kemenangan.",saya optimis dengan perubahan yang dibawa ruben amorim tetapi kami harus lebih tajam di depan gawang untuk meraih kemenangan,positif
@fahmiajasihh Januari bisa dibeli bro kalo harga dia ada yg cocok sma club manapun,januari bisa dibeli bro kalo harga dia ada yg cocok sma club manapun,positif
"buru napa beli ugarte, lama amat",buru napa beli ugarte lama amat,negatif
"@igjndi_ lah ada yg nyenggol ktanya setiap tahun dapet tropi bro tuh botak, ya gw bales gitu dong masa tropi domestik non epl aja dibanggain sekelas MU",lah ada yg nyenggol ktanya setiap tahun dapet tropi bro tuh botak ya gw bales gitu dong masa tropi domestik non epl aja dibanggain sekelas mu,positif
Eth kapan di pecat,eth kapan di pecat,netral
Bye Satpam trophy ï£¿Ã¼Ã´Ã¥,bye satpam trophy,netral
Jual aja saranin,jual aja saranin,netral
Antony tuker mudryk aja,antony tuker mudryk aja,netral
Amorim lebih berani memberikan kesempatan pada pemain muda akademi United.,amorim lebih berani memberikan kesempatan pada pemain muda akademi united,netral
@satri0anom22 kan mount lu suruh cetak gol? Gak salah baca gw? Mount posisinya striker kah? Apa midfield? Serius nanya nih gw.,kan mount lu suruh cetak gol gak salah baca gw mount posisinya striker kah apa midfield serius nanya nih gw,netral
@saputratirtaaa wkwk susah kalo udah benci gak inget kalo gada Andre itu lawan ipul kebobolan banyak ï£¿Ã¼Ã²Ã,wkwk susah kalo udah benci gak inget kalo gada andre itu lawan ipul kebobolan banyak,negatif
@ronaaldiii mungkin krna ini sih JD emyu nambah 30m ajh,mungkin krna ini sih jd emyu nambah m ajh,netral
Bayindir bisa nih geser onane... ï£¿Ã¼Ã²Ã,bayindir bisa nih geser onane,netral
Layak jual/buang. Udah mentok ini barang.,layak jualbuang udah mentok ini barang,negatif
"Nah bagusnya lagi Sancho dilarang Main kalau ketemu MU ,, takutnya jadi mantan yg sudah-sudah seperti welbeck ï£¿Ã¼Ã²Ã",nah bagusnya lagi sancho dilarang main kalau ketemu mu takutnya jadi mantan yg sudahsudah seperti welbeck,negatif
Wkwk,wkwk,positif
"Saya percaya dengan filosofi permainan yang dibawa Ruben Amorim, tetapi lini serang harus lebih tajam. Rashford dan Bruno Fernandes harus lebih produktif.",saya percaya dengan filosofi permainan yang dibawa ruben amorim tetapi lini serang harus lebih tajam rashford dan bruno fernandes harus lebih produktif,positif
Pemain kita harus mulai nonton tutorial YouTube cara passing yang benar!,pemain kita harus mulai nonton tutorial youtube cara passing yang benar,netral
"Ten hag bacot mulu,ngelatih kaya taiii..dasar botak",ten hag bacot mulungelatih kaya taidasar botak,negatif
"Laga kedua menunjukkan beberapa peningkatan, tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan.",laga kedua menunjukkan beberapa peningkatan tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan,positif
Ugarte mau di rusak tenhag,ugarte mau di rusak tenhag,negatif
pake di tekuk pula itu dengkul ï£¿Ã¼Ã²Â¢,pake di tekuk pula itu dengkul,negatif
"@aliyyufezar ngga, kan ini mah klub kebanggaan kita jadi ngapain narik kesimpulan offside",ngga kan ini mah klub kebanggaan kita jadi ngapain narik kesimpulan offside,positif
Nyesek kebobolan saat injury time,nyesek kebobolan saat injury time,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
anjing,anjing,negatif
"@wildanfdl berharapnya tadi dianulir, biar sampe penalty mr. silahkan unjuk gigi..",berharapnya tadi dianulir biar sampe penalty mr silahkan unjuk gigi,negatif
"2-1 buat MU! Tapi kalau defense tetap kayak gini, kita nggak bakal bisa menang terus. Segera perbaiki!",buat mu tapi kalau defense tetap kayak gini kita nggak bakal bisa menang terus segera perbaiki,positif
"Bener Yakin banget gw, pokoknya kalo onana one shot one goal",bener yakin banget gw pokoknya kalo onana one shot one goal,positif
Hapert : saya melihat sosok hitam besar di gawang emyu,hapert saya melihat sosok hitam besar di gawang emyu,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Gak bakal juara,gak bakal juara,netral
"Onana semakin menunjukkan kelasnya, tapi pertahanan masih lemah. Kemenangan 3-0 bukan berarti kita aman.",onana semakin menunjukkan kelasnya tapi pertahanan masih lemah kemenangan bukan berarti kita aman,positif
"Kreativitas serangan makin mantap, Amorim memang luar biasa!",kreativitas serangan makin mantap amorim memang luar biasa,positif
Garna kiri amad kanan,garna kiri amad kanan,netral
Gua bingung Dh line up macam apa ini.....,gua bingung dh line up macam apa ini,negatif
Set-piece lebih terorganisir dan memiliki variasi yang lebih banyak.,setpiece lebih terorganisir dan memiliki variasi yang lebih banyak,positif
anthony jadi pindah ya?,anthony jadi pindah ya,netral
"Amorim kasih kita kemenangan, tapi pertahanan kita masih masalah besar. Semoga segera diperbaiki!",amorim kasih kita kemenangan tapi pertahanan kita masih masalah besar semoga segera diperbaiki,positif
"Ya makanya, baru 2 match lgsg mau nyetel permainan, kek gimana lagi",ya makanya baru match lgsg mau nyetel permainan kek gimana lagi,netral
"Pelatih yg gk pernha belajar dr kesalahan.. keras kepala emg dia, sok paling benar. Sipaling jenius. Kocak",pelatih yg gk pernha belajar dr kesalahan keras kepala emg dia sok paling benar sipaling jenius kocak,negatif
Onana masih sering bikin keputusan aneh. Harusnya lebih tenang di bawah mistar.,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,netral
"@tifyanwisnuh harus di culik itu si item, dikarungin ï£¿Ã¼Ã²Ã dark system",harus di culik itu si item dikarungin dark system,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Ini yang salah siapa sih? Pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus? Monoton banget permainannya,ini yang salah siapa sih pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus monoton banget permainannya,negatif
"Saya melihat perbaikan yang jelas di bawah Ruben Amorim, tetapi kami harus lebih tajam di depan gawang. Hasil imbang menunjukkan bahwa masih banyak yang perlu diperbaiki.",saya melihat perbaikan yang jelas di bawah ruben amorim tetapi kami harus lebih tajam di depan gawang hasil imbang menunjukkan bahwa masih banyak yang perlu diperbaiki,netral
@aintripki dikira gampang yaa mas megang MU hahaha. Mou aja sebangga itu bisa finish di posisi 2 sampe bilang itu puncak karirnya. ETH ini imba bgt waktu di ajax loh. Tapi ya megang emyu bukan perihal mudah ï£¿Ã¼Ã²Ã,dikira gampang yaa mas megang mu hahaha mou aja sebangga itu bisa finish di posisi sampe bilang itu puncak karirnya eth ini imba bgt waktu di ajax loh tapi ya megang emyu bukan perihal mudah,positif
"Lini depan bapuknya sudah gak ketolong, ditambah pemain sayap macam garnacho main banyak peluang harusnya di oper ke striker malah di shoot, giliran umpan ke striker miss terus. Belum lagi lini tengah nya minim kreasi, cuma ngandalin bruno, ketika bruno ga perform ancur",lini depan bapuknya sudah gak ketolong ditambah pemain sayap macam garnacho main banyak peluang harusnya di oper ke striker malah di shoot giliran umpan ke striker miss terus belum lagi lini tengah nya minim kreasi cuma ngandalin bruno ketika bruno ga perform ancur,negatif
Senggol dikit pelanggaran kartu kuning awokawok meriam lontong byk drama,senggol dikit pelanggaran kartu kuning awokawok meriam lontong byk drama,positif
Lord baru,lord baru,negatif
@nidya.isnan25 kan siapa tau balik jadi penyerang bisa sat set sat set lagi,isnan kan siapa tau balik jadi penyerang bisa sat set sat set lagi,netral
"Lini pertahanan semakin solid, tapi kami masih harus lebih efektif di lini serang. Ruben Amorim harus lebih fokus memperbaikinya.",lini pertahanan semakin solid tapi kami masih harus lebih efektif di lini serang ruben amorim harus lebih fokus memperbaikinya,positif
Amrabat aja udah 2 x main di Fiorentina,amrabat aja udah x main di fiorentina,netral
"Pemain harus lebih disiplin dalam bertahan, jangan lengah!",pemain harus lebih disiplin dalam bertahan jangan lengah,positif
lega sekali ini anak move dri MU,lega sekali ini anak move dri mu,positif
Sudah kubilang zirkzee = martial v.2,sudah kubilang zirkzee martial v,netral
"@aliyyufezar gatau juga, belum ditarik garis, biasanya kasat mata offside, tapi kalau ditarik ada aja sepatu nyempil",gatau juga belum ditarik garis biasanya kasat mata offside tapi kalau ditarik ada aja sepatu nyempil,negatif
@farhanfajriiii beberapa kali pemain MU kena tackel yg possible red card tp ga pernah cek var,beberapa kali pemain mu kena tackel yg possible red card tp ga pernah cek var,netral
@tifyanwisnuh tetep,tetep,positif
"Kalau mental masih selemah ini, jangan harap bisa juara!",kalau mental masih selemah ini jangan harap bisa juara,negatif
"Ten Hag terlalu idealis dengan gayanya, Amorim lebih bisa menyesuaikan dengan kondisi.",ten hag terlalu idealis dengan gayanya amorim lebih bisa menyesuaikan dengan kondisi,negatif
"oke untuk posisi itu emang zirkzee emang gabisa ngindar, tp konyol nya dia seluncur pas bola udh lewatï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã",oke untuk posisi itu emang zirkzee emang gabisa ngindar tp konyol nya dia seluncur pas bola udh lewat,negatif
@_farisrf ï£¿Ã¼Ã²Ã. Ini nih komen epik,ini nih komen epik,netral
"@theobonaa Dorgu tu type pemain Versatile, sama kayak Marcos Llorente & Rodrigo De Paul di ATM, bisa main di beberapa posisi. Klo lu main efootball pasti tau",dorgu tu type pemain versatile sama kayak marcos llorente rodrigo de paul di atm bisa main di beberapa posisi klo lu main efootball pasti tau,netral
ajg Sterling,ajg sterling,netral
@rulyadi_munandar dia main bgus kok,dia main bgus kok,netral
wkwkwk 3 musim permainan gitu gitu aja ga ada perubahan,wkwkwk musim permainan gitu gitu aja ga ada perubahan,negatif
@rulyadi_munandar dia main bgus kok,dia main bgus kok,netral
Bacotan mantan pemain rival ada benernya juga ini,bacotan mantan pemain rival ada benernya juga ini,negatif
"Ternyata belum berubah, padahal liverpool baru ganti pelatih",ternyata belum berubah padahal liverpool baru ganti pelatih,netral
iyaa lagi ahaha,iyaa lagi ahaha,positif
Harusnya Rashford lebih sering dicadangkan dulu biar dia termotivasi.,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,netral
"Kita tetap perlu meningkatkan ketajaman di lini serang, banyak peluang yang seharusnya bisa lebih diselesaikan.",kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,netral
"Saya optimis dengan perubahan yang dibawa Ruben Amorim, meskipun hasil imbang, saya merasa MU bisa lebih baik di pertandingan berikutnya.",saya optimis dengan perubahan yang dibawa ruben amorim meskipun hasil imbang saya merasa mu bisa lebih baik di pertandingan berikutnya,positif
Pake MU u23 udah,pake mu u udah,netral
Keren banget. 60 menit loh main dengan 10 pemain.,keren banget menit loh main dengan pemain,positif
ya gak salah,ya gak salah,positif
Pelatih kadal di isi pemain2 kadal ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â°,pelatih kadal di isi pemain kadal,negatif
"Saya berharap pelatih lebih sering menurunkan pemain muda, mereka sangat berbakat.",saya berharap pelatih lebih sering menurunkan pemain muda mereka sangat berbakat,positif
"Onana itu jelek, mending de Gea dulu sering bantu dapatkan poin untuk MU meski blunder juga, ini Onana sering bikin emosi",onana itu jelek mending de gea dulu sering bantu dapatkan poin untuk mu meski blunder juga ini onana sering bikin emosi,negatif
El-Silahkan,elsilahkan,positif
contohlah captain maguire,contohlah captain maguire,negatif
Baru kali ini gue setuju sama statement carra,baru kali ini gue setuju sama statement carra,positif
Pake MU u23 udah,pake mu u udah,netral
Masih ragu dengan kapasitas Amorim menangani klub sebesar MU.,masih ragu dengan kapasitas amorim menangani klub sebesar mu,positif
"Pertandingan ini memperlihatkan dominasi kita, tetapi Brighton tetap memberi tekanan yang perlu kita waspadai ke depannya.",pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,netral
"Saya percaya Ruben Amorim akan bisa membawa MU kembali ke jalur kemenangan, meskipun kami hanya bermain imbang di pertandingan pertama.",saya percaya ruben amorim akan bisa membawa mu kembali ke jalur kemenangan meskipun kami hanya bermain imbang di pertandingan pertama,positif
ayo semangat emyu pasti bisa menang ayo semangat emyu pasti bisa menang,ayo semangat emyu pasti bisa menang ayo semangat emyu pasti bisa menang,positif
Pola serangan lebih unpredictable dibanding era Ten Hag yang mudah dibaca lawan.,pola serangan lebih unpredictable dibanding era ten hag yang mudah dibaca lawan,positif
Antony masuk langsung kalah ï£¿Ã¼Ã²Â¢,antony masuk langsung kalah,negatif
"Kan kan siklus nya ttp sama, next match biasanya nanti menang, biasaa buat ngehiburin fans biar percaya prosesï£¿Ã¼Ã³Ã¸",kan kan siklus nya ttp sama next match biasanya nanti menang biasaa buat ngehiburin fans biar percaya proses,positif
Tenhag out Carrick in,tenhag out carrick in,netral
"Amorim kasih kita lebih solid di depan, tapi defense kita masih bisa lebih rapat. Kemenangan 4-0, tapi jangan lengah.",amorim kasih kita lebih solid di depan tapi defense kita masih bisa lebih rapat kemenangan tapi jangan lengah,positif
Semakin baik permainan dari anak asuh amorim,semakin baik permainan dari anak asuh amorim,positif
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif
Saya selalu percaya bahwa Manchester United akan kembali ke jalur juara.,saya selalu percaya bahwa manchester united akan kembali ke jalur juara,positif
"@nurimanhdyt & ini masih pakek pemain yg ada, blm yg dia semua mau ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨",ini masih pakek pemain yg ada blm yg dia semua mau,netral
"Main MU sekarang udah mulai membaik sih, tinggal lebih konsisten aja.",main mu sekarang udah mulai membaik sih tinggal lebih konsisten aja,positif
Kesalahan MU terlalu buru buru ganti RVN,kesalahan mu terlalu buru buru ganti rvn,negatif
"Statistik penguasaan bola meningkat, tapi eksekusi akhirnya masih lemah.",statistik penguasaan bola meningkat tapi eksekusi akhirnya masih lemah,negatif
"Terlepas dari hasil akhir, saya bangga menjadi bagian dari pendukung MU.",terlepas dari hasil akhir saya bangga menjadi bagian dari pendukung mu,positif
"Taktik pressing MU udah mulai keliatan bagus, tinggal eksekusi yang lebih baik.",taktik pressing mu udah mulai keliatan bagus tinggal eksekusi yang lebih baik,positif
Betull!!,betull,positif
@rhmd_riyadi memang dari season kmren ETH sering blunder pergantian pemain ï£¿Ã¼Ã²Ã,memang dari season kmren eth sering blunder pergantian pemain,negatif
nah... Itu dia,nah itu dia,netral
"@gitos16 bener bang haha, gua ngeri kaya penalty nya si havertz kan pelan terun modelnya naro gitu, kalo kiper bener nebak auto ketepak, untung aja salah langkah semua itu si rayaï£¿Ã¼Â§Â£",bener bang haha gua ngeri kaya penalty nya si havertz kan pelan terun modelnya naro gitu kalo kiper bener nebak auto ketepak untung aja salah langkah semua itu si raya,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
ETH waktu out,eth waktu out,negatif
"Gak paham, tapi tiap main pasti rame aja",gak paham tapi tiap main pasti rame aja,positif
Eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,negatif
"kena senggol kau kan sama yg lain, dasar pendukung Eth",kena senggol kau kan sama yg lain dasar pendukung eth,positif
Pemain MU sudah menunjukkan komitmen yang luar biasa di lapangan.,pemain mu sudah menunjukkan komitmen yang luar biasa di lapangan,positif
konstribusi gw? nonton live stream bayar di vidio.com,konstribusi gw nonton live stream bayar di vidiocom,netral
Satu kata blogï£¿Ã¼Ã²Â¢,satu kata blog,netral
amad casemiro kurs bgt,amad casemiro kurs bgt,positif
"@rezkynurhadii Come on bro, lu liat match kemarin lawan fulham udah kek gitu"" aja mainya, udah dikasih pemain"" Ajax eh sama aja, emang miskin taktik tuh si botak.",come on bro lu liat match kemarin lawan fulham udah kek gitu aja mainya udah dikasih pemain ajax eh sama aja emang miskin taktik tuh si botak,negatif
"ni orang sebenrnya udah cocok di jual, emyu juga butuh pergantian left wing, tapi di sisi lain banyak fans emyu yang ga rela dia out",ni orang sebenrnya udah cocok di jual emyu juga butuh pergantian left wing tapi di sisi lain banyak fans emyu yang ga rela dia out,negatif
@zuhdan01 terseok2 di awal demi dapetin racikan sempurna. Skrg udh tau mana pemain yg jadi penyakit. Langsung di kick dri Squadï£¿Ã¼Ã²Ã Best Amorinï£¿Ã¼Ã«Ã¨,terseok di awal demi dapetin racikan sempurna skrg udh tau mana pemain yg jadi penyakit langsung di kick dri squad best amorin,negatif
"Amorim sudah memberikan banyak perbaikan, tapi masih ada beberapa momen di mana mereka terlalu gampang kebobolan.",amorim sudah memberikan banyak perbaikan tapi masih ada beberapa momen di mana mereka terlalu gampang kebobolan,negatif
"Kekalahan 1-2, dan kita nggak bisa terus begini. Kita sangat mudah dibobol, harus ada perbaikan di lini belakang!",kekalahan dan kita nggak bisa terus begini kita sangat mudah dibobol harus ada perbaikan di lini belakang,positif
"Laga kedua menunjukkan peningkatan di lini belakang, tetapi Bruno Fernandes masih perlu lebih tajam dalam memberikan assist di lini depan.",laga kedua menunjukkan peningkatan di lini belakang tetapi bruno fernandes masih perlu lebih tajam dalam memberikan assist di lini depan,netral
SDH bisa,sdh bisa,netral
Badutï£¿Ã¼Â§Ãï£¿Ã¼Â§Â°,badut,negatif
Betul,betul,positif
wkwk biasanya yg ngomong gini yang tolol,wkwk biasanya yg ngomong gini yang tolol,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
